Plot,collection_no.,Connon-swampition,Date,species,Dry.Mass
Q6,1,swamp,07/27/18,Sterculia macrophylla,18.54551797
Q6,1,swamp,07/27/18,Campnosperma squamatum,16.302
Q6,1,swamp,07/27/18,Pometia pinnata,23.79384615
Q6,1,swamp,07/27/18,Diospyros maingayi,16.09680604
Q6,1,swamp,07/27/18,Artocarpus kemando,35.219
Q107,1,non-swamp,07/28/18,Adenanthera malayana,8.8721875
Q107,1,non-swamp,07/28/18,Unidentified species,5.215012107
Q107,1,non-swamp,07/28/18,Grewia laevigata,4.513333333
Q107,1,non-swamp,07/28/18,Nothaphoebe umbelliflora,11.99027304
Q107,1,non-swamp,07/28/18,Gironniera nervosa,10.94976048
Q107,1,non-swamp,07/28/18,Strychnos sp.,5.12027027
Q107,1,non-swamp,07/28/18,Bauhinia semibifida,10.11206897
Q107,1,non-swamp,07/28/18,Knema malayana,3.685
Q405,1,non-swamp,8/7/2018,Bauhinia semibifida,40.55147059
Q405,1,non-swamp,8/7/2018,Elaeocarpus stipularis,5.745082873
Q408,1,non-swamp,8/7/2018,Gironniera nervosa,7.867549669
Q408,1,non-swamp,8/7/2018,Lithocarpus ewyckii,16.61315436
Q408,1,non-swamp,8/7/2018,Unidentified species,6.213709328
Q408,1,non-swamp,8/7/2018,Rhodamnia cinerea,6.256711409
Q213,1,non-swamp,8/7/2018,Unidentified species,19.57605442
Q213,1,non-swamp,8/7/2018,Gironniera nervosa,6.418965517
Q213,1,non-swamp,8/7/2018,Calophyllum tetrapterum var. tetrapterum,3.879253731
Q213,1,non-swamp,8/7/2018,Dysoxylum cauliflorum,5.683284457
Q6,2,swamp,08/13/18,Campnosperma squamatum,17.49107492
Q6,2,swamp,08/13/18,Madhuca sp.,10.895199
Q6,2,swamp,08/13/18,Artocarpus kemando,9.0364
Q6,2,swamp,08/13/18,Pometia pinnata,38.69312977
Q6,2,swamp,08/13/18,Diospyros maingayi,47.91650794
Q107,2,non-swamp,08/13/18,Strychnos sp.,3.91664
Q107,2,non-swamp,08/13/18,Nothaphoebe umbelliflora,12.9943314
Q107,2,non-swamp,08/13/18,Willughbeia coriacea,4.537741047
Q107,2,non-swamp,08/13/18,Unidentified species,4.747428571
Q107,2,non-swamp,08/13/18,Gironniera nervosa,4.836610169
Q107,2,non-swamp,08/13/18,Unidentified species,9.638489209
Q107,2,non-swamp,08/13/18,Adenanthera malayana,12.68020833
Q9,1,swamp,08/13/18,Campnosperma squamatum,36.34009533
Q9,1,swamp,08/13/18,Dalbergia pseudo-sissoo,16.52282486
Q9,1,swamp,08/13/18,Shorea sp.,53.28303644
Q9,1,swamp,08/13/18,Pometia pinnata,10.77478723
Q9,1,swamp,08/13/18,Gluta wallichii,25.12741021
Q3,1,swamp,08/15/18,Unidentified species,5.314285714
Q10,1,swamp,08/16/18,Campnosperma squamatum,24.30429594
Q10,1,swamp,08/16/18,Uncaria cordata,9.160449438
Q10,1,swamp,08/16/18,Dalbergia pseudo-sissoo,6.321443299
Q10,1,swamp,08/16/18,Bauhinia semibifida,55.86329114
Q10,1,swamp,08/16/18,Grewia laevigata,4.458640777
Q1,1,non-swamp,08/16/18,Unidentified species,4.941910828
Q1,1,non-swamp,08/16/18,Canarium pilosum,8.181534091
Q1,1,non-swamp,08/16/18,Xanthophyllum flavescens,9.185934066
Q1,1,non-swamp,08/16/18,Grewia laevigata,7.469189189
Q1,1,non-swamp,08/16/18,Bhesa paniculata,16.76058511
Q1,1,non-swamp,08/16/18,Gironniera nervosa,4.520879121
Q213,2,non-swamp,08/21/18,Rhodamnia cinerea,4.649043478
Q213,2,non-swamp,08/21/18,Calophyllum tetrapterum var. tetrapterum,6.331764706
Q213,2,non-swamp,08/21/18,Dysoxylum cauliflorum,17.99469512
Q213,2,non-swamp,08/21/18,Archidendron clypearia,4.431395349
Q213,2,non-swamp,08/21/18,Unidentified species,5.974591837
Q213,2,non-swamp,08/21/18,Prunus polystachya,35.81178797
Q213,2,non-swamp,08/21/18,Smilax setosa,8.981496479
Q213,2,non-swamp,08/21/18,Aporosa frutescens,5.537192982
Q408,2,non-swamp,08/21/18,Fissistigma latifolium var. ovoideum,7.727407407
Q408,2,non-swamp,08/21/18,Rhodamnia cinerea,6.414222222
Q408,2,non-swamp,08/21/18,Lithocarpus ewyckii,45.54734807
Q408,2,non-swamp,08/21/18,Gironniera nervosa,12.05493976
Q405,2,non-swamp,08/21/18,Bauhinia semibifida,54.35230769
Q405,2,non-swamp,08/21/18,Elaeocarpus stipularis,10.53587678
Q405,2,non-swamp,08/21/18,Mallotus paniculatus,1.780961538
Q405,2,non-swamp,08/21/18,Archidendron clypearia,4.464411765
Q405,2,non-swamp,08/21/18,Uncaria cordata,9.800289017
Q9,2,swamp,08/23/18,Dalbergia pseudo-sissoo,14.15777778
Q9,2,swamp,08/23/18,Calophylum sp.,3.020181818
Q9,2,swamp,08/23/18,Unidentified species,2.736761229
Q9,2,swamp,08/23/18,Gluta wallichii,16.53790076
Q9,2,swamp,08/23/18,Unidentified species,3.13658147
Q9,2,swamp,08/23/18,Madhuca sp.,5.475259516
Q9,2,swamp,08/23/18,Campnosperma squamatum,32.00547026
Q9,2,swamp,08/23/18,Shorea sp.,27.95470998
Q9,2,swamp,08/23/18,Pometia pinnata,33.07492447
Q6,3,swamp,08/23/18,Pometia pinnata,67.69134752
Q6,3,swamp,08/23/18,Campnosperma squamatum,20.86532581
Q6,3,swamp,08/23/18,Diospyros maingayi,29.29877429
Q6,3,swamp,08/23/18,Artocarpus kemando,10.17727273
Q6,3,swamp,08/23/18,Madhuca sp.,5.746841155
Q107,3,non-swamp,08/24/18,Unidentified species,6.279295775
Q107,3,non-swamp,08/24/18,Unidentified species,26.13947368
Q107,3,non-swamp,08/24/18,Grewia laevigata,4.347692308
Q107,3,non-swamp,08/24/18,Nothaphoebe umbelliflora,15.7325779
Q107,3,non-swamp,08/24/18,Gironniera nervosa,6.552979592
Q107,3,non-swamp,08/24/18,Unidentified species,3.955982143
Q107,3,non-swamp,08/24/18,Adenanthera malayana,20.62
Q107,3,non-swamp,08/24/18,Strychnos sp.,9.54975
Q3,2,swamp,08/28/18,Maasia glauca,5.161764706
Q3,2,swamp,08/28/18,Unidentified species,13.15505155
Q4,3,swamp,08/28/18,Unidentified species,12.48366197
Q4,3,swamp,08/28/18,Unidentified species,48.59842657
Q1,2,non-swamp,08/28/18,Gironniera nervosa,10.00414286
Q1,2,non-swamp,08/28/18,Prunus polystachya,17.06947518
Q1,2,non-swamp,08/28/18,Grewia laevigata,13.89810651
Q1,2,non-swamp,08/28/18,Bhesa paniculata,9.354888889
Q1,2,non-swamp,08/28/18,Xanthophyllum flavescens,8.380952381
Q1,2,non-swamp,08/28/18,Canarium pilosum,5.022439024
Q10,2,swamp,08/29/18,Bauhinia semibifida,29.56148148
Q10,2,swamp,08/29/18,Uncaria cordata,7.660144928
Q10,2,swamp,08/29/18,Grewia laevigata,9.332088608
Q10,2,swamp,08/29/18,Campnosperma squamatum,33.80233962
Q213,3,non-swamp,9/5/2018,Gironniera nervosa,4.950345679
Q213,3,non-swamp,9/5/2018,Rhodamnia cinerea,6.188201439
Q213,3,non-swamp,9/5/2018,Calophyllum tetrapterum var. tetrapterum,3.837610619
Q213,3,non-swamp,9/5/2018,Dysoxylum cauliflorum,16.80733871
Q213,3,non-swamp,9/5/2018,Archidendron clypearia,6.381038961
Q213,3,non-swamp,9/5/2018,Unidentified species,10.46206897
Q213,3,non-swamp,9/5/2018,Prunus polystachya,20.29685115
Q213,3,non-swamp,9/5/2018,Smilax setosa,9.160412758
Q213,3,non-swamp,9/5/2018,Aporosa frutescens,2.094122449
Q213,3,non-swamp,9/5/2018,Pentace triptera,8.065791367
Q408,3,non-swamp,9/5/2018,Rhodamnia cinerea,8.862934132
Q408,3,non-swamp,9/5/2018,Lithocarpus ewyckii,30.99543933
Q408,3,non-swamp,9/5/2018,Gironniera nervosa,16.10145985
Q408,3,non-swamp,9/5/2018,Unidentified species,5.530793651
Q408,3,non-swamp,9/5/2018,Leuconotis griffithii,9.83892638
Q405,3,non-swamp,9/5/2018,Bauhinia semibifida,21.95749367
Q405,3,non-swamp,9/5/2018,Archidendron clypearia,4.554084507
Q405,3,non-swamp,9/5/2018,Bhesa paniculata,9.678185567
Q405,3,non-swamp,9/5/2018,Elaeocarpus stipularis,6.262954545
Q405,3,non-swamp,9/5/2018,Litsea firma,4
Q405,3,non-swamp,9/5/2018,Uncaria cordata,14.02934579
Q405,3,non-swamp,9/5/2018,Pternandra echinata,2.582419355
Q405,3,non-swamp,9/5/2018,Unidentified species,5.138791946
Q9,3,swamp,9/7/2018,Dalbergia pseudo-sissoo,14.86740331
Q9,3,swamp,9/7/2018,Campnosperma squamatum,9.471
Q9,3,swamp,9/7/2018,Gluta wallichii,9.361105611
Q9,3,swamp,9/7/2018,Unidentified species,4.701407767
Q9,3,swamp,9/7/2018,Pometia pinnata,6.559130435
Q107,4,non-swamp,9/7/2018,Nothaphoebe umbelliflora,12.76930233
Q107,4,non-swamp,9/7/2018,Unidentified species,9.011641791
Q107,4,non-swamp,9/7/2018,Unidentified species,14.44909091
Q107,4,non-swamp,9/7/2018,Adenanthera malayana,11.52162162
Q107,4,non-swamp,9/7/2018,Unidentified species,4.019620253
Q107,4,non-swamp,9/7/2018,Gironniera nervosa,3.656626506
Q107,4,non-swamp,9/7/2018,Unidentified species,4.240555556
Q107,4,non-swamp,9/7/2018,Fissistigma latifolium var. ovoideum,5.432706334
Q107,4,non-swamp,9/7/2018,Buchanania sessifolia,6.092980132
Q107,4,non-swamp,9/7/2018,Strychnos sp.,11.33104839
Q107,4,non-swamp,9/7/2018,Willughbeia coriacea,4.942567568
Q6,4,swamp,9/7/2018,Madhuca sp.,8.72852459
Q6,4,swamp,9/7/2018,Campnosperma squamatum,14.17810277
Q6,4,swamp,9/7/2018,Artocarpus kemando,8.923351955
Q6,4,swamp,9/7/2018,Diospyros maingayi,22.93234146
Q6,4,swamp,9/7/2018,Pometia pinnata,88.52707792
Q4,4,swamp,9/12/2018,Unidentified species,2.146100386
Q4,4,swamp,9/12/2018,Unidentified species,6.374257426
Q4,4,swamp,9/12/2018,Unidentified species,4.835204819
Q4,4,swamp,9/12/2018,Unidentified species,47.78964143
Q3,3,swamp,9/12/2018,Madhuca sp.,6.11299639
Q3,3,swamp,9/12/2018,Unidentified species,4.7412
Q3,3,swamp,9/12/2018,Unidentified species,8.663665595
Q3,3,swamp,9/12/2018,Unidentified species,5.854364641
Q10,3,swamp,9/12/2018,Campnosperma squamatum,27.59718026
Q10,3,swamp,9/12/2018,Fissistigma latifolium var. ovoideum,9.077243816
Q10,3,swamp,9/12/2018,Elaeocarpus mastersii,4.020927152
Q10,3,swamp,9/12/2018,Grewia laevigata,5.658433735
Q10,3,swamp,9/12/2018,Dalbergia pseudo-sissoo,2.741609195
Q10,3,swamp,9/12/2018,Uncaria cordata,6.096533333
Q10,3,swamp,9/12/2018,Bauhinia semibifida,28.33853933
Q1,3,non-swamp,9/12/2018,Gironniera nervosa,11.10626866
Q1,3,non-swamp,9/12/2018,Prunus polystachya,13.46837945
Q1,3,non-swamp,9/12/2018,Grewia laevigata,17.23362832
Q1,3,non-swamp,9/12/2018,Xanthophyllum flavescens,12.63737705
Q1,3,non-swamp,9/12/2018,Bhesa paniculata,7.039266055
Q1,3,non-swamp,9/12/2018,Unidentified species,3.735
Q107,5,non-swamp,09/18/18,Unidentified species,7.266914894
Q107,5,non-swamp,09/18/18,Nothaphoebe umbelliflora,13.14028302
Q107,5,non-swamp,09/18/18,Unidentified species,8.422410072
Q107,5,non-swamp,09/18/18,Adenanthera malayana,8.976
Q107,5,non-swamp,09/18/18,Buchanania sessifolia,7.150923077
Q107,5,non-swamp,09/18/18,Strychnos sp.,4.994821429
Q9,4,swamp,09/18/18,Dalbergia pseudo-sissoo,11.72980132
Q9,4,swamp,09/18/18,Campnosperma squamatum,23.30668172
Q9,4,swamp,09/18/18,Pometia pinnata,4.394758065
Q6,5,swamp,09/18/18,Pometia pinnata,75.54410714
Q6,5,swamp,09/18/18,Campnosperma squamatum,12.43506383
Q6,5,swamp,09/18/18,Diospyros maingayi,18.86161137
Q213,4,non-swamp,09/21/18,Archidendron clypearia,5.276296296
Q213,4,non-swamp,09/21/18,Dysoxylum cauliflorum,12.59998073
Q213,4,non-swamp,09/21/18,Smilax setosa,9.797478109
Q408,4,non-swamp,09/21/18,Leuconotis griffithii,10.42801835
Q408,4,non-swamp,09/21/18,Lithocarpus ewyckii,29.9775
Q408,4,non-swamp,09/21/18,Gironniera nervosa,7.126233766
Q408,4,non-swamp,09/21/18,Unidentified species,6.467226107
Q408,4,non-swamp,09/21/18,Fissistigma latifolium var. ovoideum,5.238776758
Q408,4,non-swamp,09/21/18,Rhodamnia cinerea,4.686096257
Q405,4,non-swamp,09/21/18,Elaeocarpus stipularis,6.78961039
Q405,4,non-swamp,09/21/18,Uncaria cordata,17.74408747
Q405,4,non-swamp,09/21/18,Litsea firma,3.3136
Q405,4,non-swamp,09/21/18,Archidendron clypearia,7.002736842
Q405,4,non-swamp,09/21/18,Bauhinia semibifida,41.37626866
Q4,5,swamp,09/26/18,Unidentified species,17.45911765
Q4,5,swamp,09/26/18,Lophopetalum multinervium,7.763379175
Q4,5,swamp,09/26/18,Unidentified species,12.76764706
Q4,5,swamp,09/26/18,Unidentified species,7.280898876
Q3,4,swamp,09/26/18,Unidentified species,13.05574468
Q3,4,swamp,09/26/18,Myristica cinnamomea,5.897926829
Q3,4,swamp,09/26/18,Madhuca sp.,5.355692771
Q3,4,swamp,09/26/18,Unidentified species,7.000900901
Q1,4,non-swamp,09/26/18,Bhesa paniculata,9.888377358
Q1,4,non-swamp,09/26/18,Xanthophyllum flavescens,10.23866667
Q1,4,non-swamp,09/26/18,Prunus polystachya,21.70487805
Q1,4,non-swamp,09/26/18,Grewia laevigata,16.03325581
Q1,4,non-swamp,09/26/18,Gironniera nervosa,5.701666667
Q1,4,non-swamp,09/26/18,Unidentified species,7.66379562
Q1,4,non-swamp,09/26/18,Leuconotis griffithii,8.187380457
Q10,4,swamp,09/26/18,Elaeocarpus mastersii,4.48
Q10,4,swamp,09/26/18,Myristica cinnamomea,4.964295302
Q10,4,swamp,09/26/18,Grewia laevigata,8.156048387
Q10,4,swamp,09/26/18,Bauhinia semibifida,11.49948148
Q10,4,swamp,09/26/18,Campnosperma squamatum,28.49746815
Q408,5,non-swamp,10/2/2018,Gironniera nervosa,10.2308871
Q408,5,non-swamp,10/2/2018,Lithocarpus ewyckii,19.6103937
Q408,5,non-swamp,10/2/2018,Leuconotis griffithii,8.586489899
Q408,5,non-swamp,10/2/2018,Fissistigma latifolium var. ovoideum,4.583586626
Q405,5,non-swamp,10/2/2018,Uncaria cordata,12.24024691
Q405,5,non-swamp,10/2/2018,Bhesa paniculata,8.942482014
Q405,5,non-swamp,10/2/2018,Bauhinia semibifida,22.38636364
Q405,5,non-swamp,10/2/2018,Archidendron clypearia,4.506122449
Q405,5,non-swamp,10/2/2018,Elaeocarpus stipularis,5.999383562
Q213,5,non-swamp,10/2/2018,Pentace triptera,28.23016985
Q213,5,non-swamp,10/2/2018,Archidendron clypearia,6.928148148
Q213,5,non-swamp,10/2/2018,Dysoxylum cauliflorum,11.0477193
Q6,6,swamp,10/4/2018,Campnosperma squamatum,31.34265487
Q6,6,swamp,10/4/2018,Diospyros maingayi,20.23110266
Q6,6,swamp,10/4/2018,Artocarpus kemando,12.09815217
Q6,6,swamp,10/4/2018,Unidentified species,5.413267813
Q6,6,swamp,10/4/2018,Madhuca sp.,8.5491
Q6,6,swamp,10/4/2018,Pometia pinnata,58.20939759
Q9,5,swamp,10/4/2018,Campnosperma squamatum,33.87326969
Q9,5,swamp,10/4/2018,Pometia pinnata,9.749819277
Q9,5,swamp,10/4/2018,Dalbergia pseudo-sissoo,18.02862385
Q9,5,swamp,10/4/2018,Lophopetalum multinervium,14.28681398
Q9,5,swamp,10/4/2018,Gluta wallichii,12.10246637
Q107,6,non-swamp,10/4/2018,Buchanania sessifolia,5.461538462
Q107,6,non-swamp,10/4/2018,Nothaphoebe umbelliflora,6.248595041
Q107,6,non-swamp,10/4/2018,Gironniera nervosa,4.580816327
Q107,6,non-swamp,10/4/2018,Fissistigma latifolium var. ovoideum,4.353586957
Q107,6,non-swamp,10/4/2018,Grewia laevigata,4.777025641
Q107,6,non-swamp,10/4/2018,Unidentified species,7.29673913
Q107,6,non-swamp,10/4/2018,Strychnos sp.,7.048380952
Q107,6,non-swamp,10/4/2018,Adenanthera malayana,12.2475
Q4,6,swamp,10/10/2018,Unidentified species,9.503614458
Q4,6,swamp,10/10/2018,Xanthophyllum flavescens,4.621264368
Q4,6,swamp,10/10/2018,Unidentified species,7.79
Q4,6,swamp,10/10/2018,Dalbergia pseudo-sissoo,4.938825911
Q3,5,swamp,10/10/2018,Unidentified species,147.9621186
Q3,5,swamp,10/10/2018,Maasia glauca,7.640120968
Q3,5,swamp,10/10/2018,Madhuca sp.,8.361918699
Q3,5,swamp,10/10/2018,Myristica cinnamomea,7.203488372
Q3,5,swamp,10/10/2018,Unidentified species,3.536769231
Q3,5,swamp,10/10/2018,Sterculia cordata,16.46333333
Q1,5,non-swamp,10/10/2018,Bhesa paniculata,8.335528365
Q1,5,non-swamp,10/10/2018,Xanthophyllum flavescens,9.595714286
Q1,5,non-swamp,10/10/2018,Grewia laevigata,13.61042017
Q1,5,non-swamp,10/10/2018,Gironniera nervosa,10.6312201
Q1,5,non-swamp,10/10/2018,Unidentified species,3.638076923
Q1,5,non-swamp,10/10/2018,Leuconotis griffithii,10.08338028
Q1,5,non-swamp,10/10/2018,Canarium pilosum,5.762190202
Q1,5,non-swamp,10/10/2018,Unidentified species,3.299210823
Q10,5,swamp,10/10/2018,Elaeocarpus mastersii,6.880635838
Q10,5,swamp,10/10/2018,Myristica cinnamomea,6.418990826
Q10,5,swamp,10/10/2018,Fissistigma latifolium var. ovoideum,9.661468927
Q10,5,swamp,10/10/2018,Grewia laevigata,4.744615385
Q10,5,swamp,10/10/2018,Bauhinia semibifida,18.57965957
Q10,5,swamp,10/10/2018,Campnosperma squamatum,23.49104135
Q10,5,swamp,10/10/2018,Uncaria cordata,5.530372671
Q10,5,swamp,10/10/2018,Dalbergia pseudo-sissoo,6.558
Q405,6,non-swamp,10/16/18,Prunus polystachya,53.74642939
Q405,6,non-swamp,10/16/18,Bauhinia semibifida,33.0964
Q405,6,non-swamp,10/16/18,Bhesa paniculata,12.90766029
Q405,6,non-swamp,10/16/18,Elaeocarpus stipularis,6.105414847
Q405,6,non-swamp,10/16/18,Uncaria cordata,12.34203271
Q405,6,non-swamp,10/16/18,Unidentified species,3.448251534
Q405,6,non-swamp,10/16/18,Lindera lucida,9.071180124
Q405,6,non-swamp,10/16/18,Archidendron clypearia,7.887272727
Q405,6,non-swamp,10/16/18,Unidentified species,1.748275862
Q408,6,non-swamp,10/16/18,Gironniera nervosa,18.38827423
Q408,6,non-swamp,10/16/18,Prunus polystachya,12.73312169
Q408,6,non-swamp,10/16/18,Fissistigma latifolium var. ovoideum,7.651358491
Q408,6,non-swamp,10/16/18,Leuconotis griffithii,12.7147651
Q408,6,non-swamp,10/16/18,Timonius wallichianus,5.767027027
Q408,6,non-swamp,10/16/18,Unidentified species,5.83738806
Q408,6,non-swamp,10/16/18,Lithocarpus ewyckii,33.83625641
Q408,6,non-swamp,10/16/18,Rhodamnia cinerea,5.876460674
Q213,6,non-swamp,10/16/18,Rhodamnia cinerea,5.708181818
Q213,6,non-swamp,10/16/18,Pentace triptera,86.42804949
Q213,6,non-swamp,10/16/18,Archidendron clypearia,16.84222222
Q213,6,non-swamp,10/16/18,Gironniera nervosa,5.735065789
Q213,6,non-swamp,10/16/18,Dysoxylum cauliflorum,13.44727642
Q213,6,non-swamp,10/16/18,Unidentified species,2.741472868
Q107,7,non-swamp,10/19/18,Unidentified species,4.192727273
Q107,7,non-swamp,10/19/18,Aporosa prainiana,3.094152249
Q107,7,non-swamp,10/19/18,Grewia laevigata,4.151692308
Q107,7,non-swamp,10/19/18,Gironniera nervosa,3.38609319
Q107,7,non-swamp,10/19/18,Nothaphoebe umbelliflora,5.865167959
Q107,7,non-swamp,10/19/18,Unidentified species,6.867628866
Q107,7,non-swamp,10/19/18,Willughbeia coriacea,6.340594796
Q107,7,non-swamp,10/19/18,Unidentified species,3.231856287
Q107,7,non-swamp,10/19/18,Unidentified species,7.927977839
Q107,7,non-swamp,10/19/18,Strychnos sp.,5.629935897
Q107,7,non-swamp,10/19/18,Fissistigma latifolium var. ovoideum,6.383832335
Q107,7,non-swamp,10/19/18,Adenanthera malayana,10.66787234
Q107,7,non-swamp,10/19/18,Buchanania sessifolia,2.6983125
Q107,7,non-swamp,10/19/18,Bauhinia semibifida,0.701848739
Q6,7,swamp,10/19/18,Artocarpus kemando,35.93793722
Q6,7,swamp,10/19/18,Madhuca sp.,11.08159445
Q6,7,swamp,10/19/18,Diospyros maingayi,24.15674967
Q6,7,swamp,10/19/18,Campnosperma squamatum,10.82458333
Q6,7,swamp,10/19/18,Pometia pinnata,16.29171975
Q9,6,swamp,10/19/18,Gluta wallichii,24.59284211
Q9,6,swamp,10/19/18,Pometia pinnata,6.019205298
Q9,6,swamp,10/19/18,Madhuca sp.,4.990621572
Q9,6,swamp,10/19/18,Campnosperma squamatum,21.49093242
Q9,6,swamp,10/19/18,Dalbergia pseudo-sissoo,35.3249635
Q4,7,swamp,10/24/18,Dalbergia pseudo-sissoo,2.158848921
Q4,7,swamp,10/24/18,Xanthophyllum flavescens,5.39638191
Q4,7,swamp,10/24/18,Lophopetalum multinervium,7.220016584
Q4,7,swamp,10/24/18,Madhuca sp.,2.85
Q4,7,swamp,10/24/18,Unidentified species,4.924668192
Q4,7,swamp,10/24/18,Myristica cinnamomea,1.71
Q4,7,swamp,10/24/18,Unidentified species,4.361318681
Q10,6,swamp,10/24/18,Bauhinia semibifida,15.81212903
Q10,6,swamp,10/24/18,Campnosperma squamatum,23.86315113
Q10,6,swamp,10/24/18,Aporosa frutescens,1.598214286
Q10,6,swamp,10/24/18,Xanthophyllum flavescens,0.62
Q10,6,swamp,10/24/18,Bhesa paniculata,1.47
Q10,6,swamp,10/24/18,Grewia laevigata,3.21
Q10,6,swamp,10/24/18,Elaeocarpus mastersii,3.734513274
Q10,6,swamp,10/24/18,Myristica cinnamomea,3.392481203
Q10,6,swamp,10/24/18,Dalbergia pseudo-sissoo,5.671111111
Q10,6,swamp,10/24/18,Uncaria cordata,3.145685484
Q10,6,swamp,10/24/18,Alstonia pneumatophora,3.976341463
Q10,6,swamp,10/24/18,Fissistigma latifolium var. ovoideum,8.827823691
Q10,6,swamp,10/24/18,Gironniera nervosa,0.68
Q1,6,non-swamp,10/24/18,Xanthophyllum flavescens,7.677
Q1,6,non-swamp,10/24/18,Gironniera nervosa,4.491666667
Q1,6,non-swamp,10/24/18,Canarium pilosum,4.138695652
Q1,6,non-swamp,10/24/18,Timonius wallichianus,4.344525547
Q1,6,non-swamp,10/24/18,Unidentified species,8.417942857
Q1,6,non-swamp,10/24/18,Leuconotis griffithii,12.60926724
Q1,6,non-swamp,10/24/18,Pternandra echinata,1.458607595
Q1,6,non-swamp,10/24/18,Aporosa frutescens,0.665111111
Q1,6,non-swamp,10/24/18,Bauhinia semibifida,0.810149254
Q1,6,non-swamp,10/24/18,Prunus polystachya,18.69436508
Q1,6,non-swamp,10/24/18,Unidentified species,1.781621622
Q1,6,non-swamp,10/24/18,Bhesa paniculata,14.92815238
Q1,6,non-swamp,10/24/18,Grewia laevigata,9.202151899
Q1,6,non-swamp,10/24/18,Unidentified species,1.05
Q3,6,swamp,10/24/18,Sterculia cordata,1.23
Q3,6,swamp,10/24/18,Xanthophyllum flavescens,1.23
Q3,6,swamp,10/24/18,Myristica cinnamomea,7.36862069
Q3,6,swamp,10/24/18,Dalbergia pseudo-sissoo,4.382937853
Q3,6,swamp,10/24/18,Maasia glauca,8.012881356
Q3,6,swamp,10/24/18,Gluta wallichii,3.22
Q3,6,swamp,10/24/18,Madhuca sp.,10.22456973
Q3,6,swamp,10/24/18,Unidentified species,5.764110032
Q3,6,swamp,10/24/18,Lophopetalum multinervium,5.27
Q3,6,swamp,10/24/18,Unidentified species,7.367625899
Q3,6,swamp,10/24/18,Unidentified species,47.01873418
Q408,7,non-swamp,10/31/18,Leuconotis griffithii,12.06594181
Q408,7,non-swamp,10/31/18,Rhodamnia cinerea,7.067379679
Q408,7,non-swamp,10/31/18,Timonius wallichianus,1.680986842
Q408,7,non-swamp,10/31/18,Gironniera nervosa,5.061699605
Q408,7,non-swamp,10/31/18,Knema malayana,0.45
Q408,7,non-swamp,10/31/18,Unidentified species,2.311463415
Q408,7,non-swamp,10/31/18,Lithocarpus ewyckii,45.17068702
Q408,7,non-swamp,10/31/18,Prunus polystachya,2.3
Q408,7,non-swamp,10/31/18,Fissistigma latifolium var. ovoideum,20.25249809
Q213,7,non-swamp,10/31/18,Rhodamnia cinerea,6.720242424
Q213,7,non-swamp,10/31/18,Gironniera nervosa,3.996979695
Q213,7,non-swamp,10/31/18,Calophyllum tetrapterum var. tetrapterum,2.688
Q213,7,non-swamp,10/31/18,Prunus polystachya,12.80126883
Q213,7,non-swamp,10/31/18,Smilax setosa,10.51866175
Q213,7,non-swamp,10/31/18,Unidentified species,0.13
Q213,7,non-swamp,10/31/18,Aporosa frutescens,4.294216867
Q213,7,non-swamp,10/31/18,Dysoxylum cauliflorum,16.43043091
Q213,7,non-swamp,10/31/18,Pentace triptera,37.50385449
Q213,7,non-swamp,10/31/18,Archidendron clypearia,6.322547771
Q213,7,non-swamp,10/31/18,Timonius wallichianus,1.199120879
Q405,7,non-swamp,10/31/18,Bauhinia semibifida,47.92666667
Q405,7,non-swamp,10/31/18,Uncaria cordata,7.49943662
Q405,7,non-swamp,10/31/18,Bhesa paniculata,14.93021739
Q405,7,non-swamp,10/31/18,Prunus polystachya,63.99501508
Q405,7,non-swamp,10/31/18,Pternandra echinata,1.609922481
Q405,7,non-swamp,10/31/18,Unidentified species,4.337227723
Q405,7,non-swamp,10/31/18,Mallotus paniculatus,1.156571429
Q405,7,non-swamp,10/31/18,Elaeocarpus stipularis,4.378723404
Q405,7,non-swamp,10/31/18,Archidendron clypearia,3.917419355
Q405,7,non-swamp,10/31/18,Rhodamnia cinerea,0.975
Q405,7,non-swamp,10/31/18,Grewia laevigata,0.31
Q405,7,non-swamp,10/31/18,Timonius wallichianus,0.82
Q405,7,non-swamp,10/31/18,Gironniera nervosa,0.73
Q405,7,non-swamp,10/31/18,Litsea firma,0.971111111
Q405,7,non-swamp,10/31/18,Unidentified species,1.371428571
Q405,7,non-swamp,10/31/18,Lindera lucida,7.526406685
Q9,7,swamp,11/1/2018,Lophopetalum multinervium,3.97
Q9,7,swamp,11/1/2018,Pometia pinnata,3.398571429
Q9,7,swamp,11/1/2018,Unidentified species,2.804676259
Q9,7,swamp,11/1/2018,Madhuca sp.,1.58
Q9,7,swamp,11/1/2018,Gluta wallichii,20.36005626
Q9,7,swamp,11/1/2018,Campnosperma squamatum,18.45124424
Q9,7,swamp,11/1/2018,Shorea sp.,13.35321429
Q9,7,swamp,11/1/2018,Dalbergia pseudo-sissoo,14.40933333
Q9,7,swamp,11/1/2018,Unidentified species,3.65
Q9,7,swamp,11/1/2018,Calophyllum wallichianum var. incrassatum,0.28
Q6,8,swamp,11/1/2018,Bauhinia semibifida,0.2
Q6,8,swamp,11/1/2018,Artocarpus kemando,17.82361111
Q6,8,swamp,11/1/2018,Diospyros maingayi,14.7454013
Q6,8,swamp,11/1/2018,Pometia pinnata,9.301570681
